factor_id,country,region,source_system,energy_type,factor_year,emissions_factor_kg_co2e_per_kwh,factor_source_name,factor_source_url,is_default,notes
dcceew_nga_2025_vic_scope2,Australia,Victoria,*,electricity,2025,0.78,DCCEEW National Greenhouse Accounts Factors 2025,https://www.dcceew.gov.au/sites/default/files/documents/national-greenhouse-account-factors-2025.pdf,true,Official DCCEEW 2025 NGA Factors Table 1 Victoria location-based purchased electricity Scope 2 factor; used as the project default static factor across historical usage years; excludes Scope 3 factor of 0.09 kg CO2-e/kWh.
